"Symbol","ListedDate","ListedYear","ABSymbol","HSymbol","EstablishDate","IpoDate","CompanyListedDate","IsIPO","TotalShares","IssuePrice","CurrencyCode","ClosePrice","ReturnRate","TurnoverRate1","TurnoverRate2","PE","PB"
"603333","2012-05-07","2012","","","2003-07-07","2012-04-25","2012-05-07","A","86670000","9.3000","CNY","11.670","0.254839","0.16967","0.84792","30.46","5.60"
"603335","2017-06-20","2017","","","2001-10-26","2017-06-09","2017-06-20","A","63340000","3.6200","CNY","5.210","0.439227","0.00006","0.00026","26.31","3.81"
"603336","2016-11-24","2016","","","1992-12-10","2016-11-14","2016-11-24","A","33350000","9.3100","CNY","13.410","0.440387","0.00005","0.00019","28.59","4.38"
"603337","2017-01-19","2017","","","2003-08-27","2017-01-09","2017-01-19","A","51670000","17.7200","CNY","25.520","0.440181","0.00028","0.00112","",""
"603338","2015-03-25","2015","","","2005-05-16","2015-03-13","2015-03-25","A","16250000","29.5600","CNY","42.570","0.440122","0.00032","0.00127","30.09","7.60"
"603339","2016-05-19","2016","","","1990-05-19","2016-05-06","2016-05-19","A","51700000","10.1900","CNY","14.670","0.439647","0.00022","0.00090","24.13","4.24"
"603341","2024-03-01","2024","","","2004-10-27","2024-02-21","2024-03-01","A","60000000","26.0000","CNY","51.920","0.996923","0.07295","0.72875","",""
"603344","2024-03-20","2024","","","2004-11-18","2024-03-11","2024-03-20","A","48632745","19.1800","CNY","35.000","0.824818","0.16344","0.66715","34.39","6.50"
"603345","2017-02-22","2017","","","2001-12-24","2017-02-10","2017-02-22","A","54010000","11.1200","CNY","16.010","0.439748","0.00013","0.00051","",""
"603348","2018-04-26","2018","","","1998-09-04","2018-04-16","2018-04-26","A","55000000","15.2600","CNY","21.970","0.439712","0.00017","0.00068","31.12","4.29"
"603350","2024-07-03","2024","","","2011-09-06","2024-06-24","2024-07-03","A","29000000","20.5600","CNY","41.190","1.003405","0.18832","0.76879","32.30","6.56"
"603351","2019-01-30","2019","","","2000-02-18","2019-01-16","2019-01-30","A","16666700","35.5000","CNY","51.120","0.440000","0.00081","0.00323","",""
"603353","2020-04-07","2020","","","2005-07-18","2020-03-25","2020-04-07","A","33380000","27.7900","CNY","40.020","0.440086","0.00727","0.02904","33.00","7.82"
"603355","2015-05-13","2015","","","2001-12-26","2015-05-05","2015-05-13","A","41000000","19.0800","CNY","27.480","0.440252","0.00006","0.00060","32.03","7.30"
"603356","2018-01-24","2018","","","2005-09-07","2018-01-11","2018-01-24","A","33340000","10.2100","CNY","14.700","0.439765","0.00015","0.00058","",""
"603357","2017-08-01","2017","","","1994-03-11","2017-07-20","2017-08-01","A","81200000","10.4400","CNY","15.030","0.439655","0.00009","0.00037","24.93","6.17"
"603358","2017-01-25","2017","","","2002-11-25","2017-01-13","2017-01-25","A","40000000","31.1800","CNY","44.900","0.440026","0.00020","0.00080","",""
"603359","2017-09-01","2017","","","2001-07-05","2017-08-22","2017-09-01","A","56900000","18.1800","CNY","26.180","0.440044","0.00014","0.00055","32.17","4.88"
"603360","2017-02-06","2017","","","2003-09-22","2017-01-18","2017-02-06","A","33340000","9.2400","CNY","13.310","0.440476","0.00007","0.00027","",""
"603363","2017-09-26","2017","","","2011-04-26","2017-09-14","2017-09-26","A","60000000","4.7900","CNY","6.900","0.440501","0.00007","0.00047","31.72","6.13"
"603365","2017-11-20","2017","","","2000-12-07","2017-11-08","2017-11-20","A","66670000","16.0000","CNY","23.040","0.440000","0.00015","0.00061","31.08","6.90"
"603366","2012-05-21","2012","","","1997-04-01","2012-05-10","2012-05-21","A","100000000","21.5000","CNY","20.060","-0.066977","0.06110","0.30548","21.70","6.79"
"603367","2017-09-29","2017","","","1998-11-06","2017-09-19","2017-09-29","A","100000000","11.6600","CNY","16.790","0.439966","0.00007","0.00031","30.83","3.32"
"603368","2014-12-04","2014","","","2002-07-29","2014-11-24","2014-12-04","A","30000000","26.2200","CNY","37.760","0.440122","0.00016","0.00081","28.43","8.48"
"603369","2014-07-03","2014","","","1997-12-23","2014-06-23","2014-07-03","A","51800000","16.9300","CNY","24.380","0.440047","0.00079","0.00764","17.96","5.35"
"603373","2023-12-20","2023","","","2006-02-28","2023-12-11","2023-12-20","A","26881721","19.1000","CNY","46.200","1.418848","0.19395","0.79170","43.79","4.42"
"603375","2024-01-24","2024","","","2016-04-08","2024-01-15","2024-01-24","A","25166667","38.1800","CNY","58.950","0.544002","0.14114","0.72021","",""
"603377","2016-02-05","2016","","","2005-08-12","2016-01-27","2016-02-05","A","50000000","16.4000","CNY","23.620","0.440244","0.00031","0.00263","",""
"603378","2017-09-28","2017","","","2009-02-13","2017-09-19","2017-09-28","A","49000000","12.9400","CNY","18.630","0.439722","0.00005","0.00021","29.65","6.11"
"603379","2019-04-02","2019","","","2001-05-11","2019-03-21","2019-04-02","A","59733761","32.4300","CNY","46.700","0.440025","0.00018","0.00129","18.38","8.18"
"603380","2017-06-22","2017","","","2001-05-31","2017-06-12","2017-06-22","A","40000000","10.6800","CNY","15.380","0.440075","0.00009","0.00034","30.38","11.04"
"603381","2024-06-26","2024","","","2016-08-03","2024-06-17","2024-06-26","A","59314100","23.3500","CNY","34.470","0.476231","0.14615","0.66285","22.05","3.73"
"603383","2017-05-22","2017","","","2000-10-25","2017-05-10","2017-05-22","A","21050000","19.0500","CNY","27.430","0.439895","0.00008","0.00033","32.77","4.89"
"603385","2017-04-05","2017","","","1997-12-11","2017-03-22","2017-04-05","A","71040000","13.2700","CNY","19.110","0.440090","0.00008","0.00031","25.84","2.81"
"603386","2017-09-12","2017","","","2005-11-22","2017-08-31","2017-09-12","A","50500000","6.2300","CNY","8.970","0.439807","0.00010","0.00040","29.95","6.76"
"603387","2017-07-17","2017","","","2002-03-08","2017-07-05","2017-07-17","A","33000000","22.2500","CNY","32.040","0.440000","0.00011","0.00045","30.57","12.44"
"603388","2017-03-24","2017","","","1999-12-23","2017-03-14","2017-03-24","A","25000000","12.1000","CNY","17.420","0.439669","0.00010","0.00041","32.84","4.24"
"603389","2016-12-15","2016","","","2000-08-15","2016-12-05","2016-12-15","A","54749500","7.7900","CNY","11.220","0.440308","0.00007","0.00030","31.82","6.06"
"603390","2019-11-25","2019","","","1994-01-11","2019-11-13","2019-11-25","A","87921800","10.0700","CNY","14.500","0.439921","0.00285","0.01141","29.77","6.69"
"603391","2024-07-31","2024","","","2006-06-27","2024-07-22","2024-07-31","A","22750000","40.0000","CNY","60.000","0.500000","0.17883","0.73008","20.35","4.99"
"603392","2020-04-29","2020","","","1991-04-24","2020-04-15","2020-04-29","A","43600000","8.7500","CNY","12.600","0.440000","0.00030","0.00296","26.16","3.50"
"603393","2016-09-12","2016","","","2002-06-13","2016-08-31","2016-09-12","A","40000000","26.6600","CNY","38.390","0.439985","0.00012","0.00049","30.65","9.05"
"603395","2024-11-26","2024","","","2012-03-26","2024-11-15","2024-11-26","A","50000000","7.9800","CNY","160.990","19.174185","0.18496","0.91678","203.33","34.79"
"603396","2017-10-18","2017","","","2004-08-30","2017-09-29","2017-10-18","A","18890000","19.4700","CNY","28.040","0.440164","0.00004","0.00018","32.40","5.06"
"603398","2015-12-09","2015","","","2003-08-18","2015-12-01","2015-12-09","A","24000000","13.9700","CNY","20.120","0.440229","0.00012","0.00047","32.85","10.01"
"603399","2012-08-24","2012","","","2003-06-18","2012-08-15","2012-08-24","A","63360000","7.8000","CNY","14.440","0.851282","0.21546","0.86156","40.37","8.38"
"603408","2020-07-30","2020","","","1990-06-30","2020-07-20","2020-07-30","A","45000000","15.5300","CNY","22.360","0.439794","0.00056","0.00555","29.91","6.68"
"603409","2025-03-04","2025","","","2006-03-29","2025-02-21","2025-03-04","A","31507704","24.1800","CNY","50.810","1.101323","0.18479","0.75429","38.13","8.39"
"603416","2016-12-21","2016","","","2008-04-22","2016-12-08","2016-12-21","A","25100000","17.8500","CNY","25.700","0.439776","0.00006","0.00026","31.74","7.85"
"603421","2016-10-11","2016","","","2008-03-26","2016-09-22","2016-10-11","A","43400000","14.0200","CNY","20.190","0.440086","0.00004","0.00043","32.35","8.19"
"603429","2017-01-24","2017","","","1998-09-15","2017-01-12","2017-01-24","A","17000000","15.0000","CNY","21.600","0.440000","0.00024","0.00098","",""
"603439","2020-04-28","2020","","","1995-09-22","2020-04-16","2020-04-28","A","40740000","7.3500","CNY","10.580","0.439456","0.00065","0.00650","32.38","6.62"
"603444","2017-01-04","2017","","","2004-03-26","2016-12-22","2017-01-04","A","17800000","54.0000","CNY","77.760","0.440000","0.00012","0.00049","",""
"603456","2014-10-10","2014","","","1998-07-13","2014-09-24","2014-10-10","A","51960000","15.4300","CNY","22.220","0.440052","0.00049","0.00195","27.77","6.30"
"603458","2017-08-09","2017","","","2010-04-30","2017-07-28","2017-08-09","A","31037867","29.3600","CNY","42.280","0.440054","0.00024","0.00096","32.69","6.47"
"603466","2017-10-20","2017","","","2003-08-12","2017-10-10","2017-10-20","A","36000000","16.5600","CNY","23.850","0.440217","0.00008","0.00033","30.50","5.99"
"603477","2017-12-18","2017","","","2013-12-24","2017-12-06","2017-12-18","A","60000000","5.5800","CNY","8.040","0.440860","0.00017","0.00067","33.10","4.47"
"603486","2018-05-28","2018","","","1998-03-11","2018-05-16","2018-05-28","A","40100000","20.0200","CNY","28.830","0.440060","0.00005","0.00047","30.71","9.18"
"603488","2017-05-16","2017","","","2001-02-08","2017-05-04","2017-05-16","A","52000000","7.6700","CNY","11.040","0.439374","0.00012","0.00046","31.65","5.69"
"603489","2019-11-11","2019","","","2003-07-28","2019-10-30","2019-11-11","A","30000000","43.4400","CNY","62.550","0.439917","0.02137","0.08547","32.30","16.27"
"603496","2017-06-07","2017","","","2003-03-31","2017-05-24","2017-06-07","A","25000000","14.1400","CNY","20.360","0.439887","0.00008","0.00030","32.83","7.48"
"603499","2017-10-16","2017","","","2006-08-30","2017-09-27","2017-10-16","A","25000000","9.2400","CNY","13.310","0.440476","0.00006","0.00023","29.40","5.16"
"603500","2017-09-04","2017","","","1997-10-05","2017-08-23","2017-09-04","A","31500000","13.1700","CNY","18.960","0.439636","0.00008","0.00034","32.23","6.62"
"603501","2017-05-04","2017","","","2007-05-15","2017-04-21","2017-05-04","A","41600000","7.0200","CNY","10.110","0.440171","0.00004","0.00036","29.68","5.20"
"603505","2017-05-03","2017","","","2001-05-15","2017-04-20","2017-05-03","A","60000000","3.7400","CNY","5.390","0.441176","0.00007","0.00026","25.77","2.76"
"603506","2018-02-01","2018","","","1994-04-13","2018-01-23","2018-02-01","A","19841270","16.2500","CNY","23.400","0.440000","0.00022","0.00089","",""
"603507","2017-11-06","2017","","","2004-03-01","2017-10-25","2017-11-06","A","31407900","26.2500","CNY","37.800","0.440000","0.00011","0.00044","32.83","9.07"
"603508","2015-12-24","2015","","","1998-04-29","2015-12-14","2015-12-24","A","40000000","33.5600","CNY","48.330","0.440107","0.00010","0.00041","32.43","10.05"
"603511","2021-05-31","2021","","","1981-10-13","2021-05-14","2021-05-31","A","40010000","20.9900","CNY","30.230","0.440210","0.00155","0.01550","27.21","3.51"
"603515","2016-08-19","2016","","","2008-10-21","2016-08-09","2016-08-19","A","58000000","14.9400","CNY","21.510","0.439759","0.00005","0.00054","28.59","6.86"
"603516","2018-02-02","2018","","","2011-05-16","2018-01-23","2018-02-02","A","23386700","19.6400","CNY","28.280","0.439919","0.00012","0.00048","",""
"603517","2017-03-17","2017","","","2008-12-17","2017-03-07","2017-03-17","A","50000000","16.0900","CNY","23.170","0.440025","0.00005","0.00039","24.98","6.48"
"603518","2014-12-03","2014","","","2003-03-14","2014-11-24","2014-12-03","A","36995000","20.0200","CNY","28.830","0.440060","0.00032","0.00130","31.47","8.35"
"603519","2015-03-19","2015","","","1994-01-19","2015-03-11","2015-03-19","A","20000000","13.6900","CNY","19.710","0.439737","0.00024","0.00097","",""
"603520","2016-03-09","2016","","","1997-09-15","2016-02-26","2016-03-09","A","30000000","12.1500","CNY","17.500","0.440329","0.00016","0.00066","",""
"603527","2017-09-07","2017","","","2005-04-06","2017-08-24","2017-09-07","A","31100000","13.2700","CNY","19.110","0.440090","0.00012","0.00049","31.92","6.30"
"603528","2016-05-03","2016","","","1995-12-25","2016-04-21","2016-05-03","A","51680000","9.4500","CNY","13.610","0.440212","0.00014","0.00057","9.22","4.43"
"603529","2021-06-15","2021","","","1999-09-27","2021-06-03","2021-06-15","A","65000000","27.8600","CNY","40.120","0.440057","0.00139","0.00861","27.06","6.16"
"603530","2019-08-05","2019","","","1996-08-29","2019-07-24","2019-08-05","A","40044490","5.9400","CNY","8.550","0.439394","0.00018","0.00178","28.14","4.61"
"603533","2017-09-21","2017","","","2008-09-08","2017-09-07","2017-09-21","A","41000000","4.0500","CNY","5.830","0.439506","0.00003","0.00033","30.28","3.20"
"603535","2017-08-08","2017","","","2000-10-24","2017-07-27","2017-08-08","A","37600000","15.1700","CNY","21.840","0.439684","0.00016","0.00063","31.60","4.48"
"603536","2017-06-13","2017","","","2005-02-02","2017-06-01","2017-06-13","A","30000000","7.6300","CNY","10.990","0.440367","0.00016","0.00065","31.31","3.23"
"603538","2017-04-07","2017","","","2004-02-19","2017-03-24","2017-04-07","A","30000000","14.0300","CNY","20.200","0.439772","0.00010","0.00041","30.74","3.51"
"603551","2020-01-15","2020","","","2004-09-09","2020-01-02","2020-01-15","A","40010000","15.2100","CNY","21.900","0.439842","0.00091","0.00906","",""
"603555","2014-01-24","2014","","","2004-07-13","2014-01-15","2014-01-24","A","100000000","10.6000","CNY","15.260","0.439623","0.11868","0.81878","",""
"603556","2016-11-10","2016","","","2001-07-06","2016-10-31","2016-11-10","A","93340000","23.6300","CNY","34.030","0.440118","0.00008","0.00033","29.31","7.94"
"603557","2017-08-18","2017","","","2009-12-28","2017-08-08","2017-08-18","A","47000000","7.7300","CNY","11.130","0.439845","0.00005","0.00045","29.78","5.41"
"603558","2015-01-27","2015","","","1993-12-06","2015-01-15","2015-01-27","A","20000000","19.2500","CNY","27.720","0.440000","0.00044","0.00177","",""
"603559","2016-12-02","2016","","","2006-09-27","2016-11-18","2016-12-02","A","22000000","10.3400","CNY","14.890","0.440039","0.00003","0.00012","32.28","4.41"
"603565","2020-09-25","2020","","","2010-03-05","2020-09-16","2020-09-25","A","666666667","22.1900","CNY","31.950","0.439838","0.03558","0.35578","24.84","7.21"
"603566","2015-05-18","2015","","","2002-06-22","2015-05-07","2015-05-18","A","40000000","15.5200","CNY","22.350","0.440077","0.00025","0.00100","25.50","5.23"
"603567","2015-04-24","2015","","","1996-10-28","2015-04-14","2015-04-24","A","64580000","23.6000","CNY","33.980","0.439831","0.00010","0.00067","30.23","6.59"
"603568","2015-05-28","2015","","","2001-12-29","2015-05-20","2015-05-28","A","45800000","11.2700","CNY","16.230","0.440106","0.00004","0.00038","33.09","7.53"
"603569","2016-08-10","2016","","","2003-09-10","2016-07-29","2016-08-10","A","40010000","15.4300","CNY","22.220","0.440052","0.00004","0.00038","29.04","9.93"
"603577","2016-12-22","2016","","","2004-04-06","2016-12-09","2016-12-22","A","29180000","11.1000","CNY","15.980","0.439640","0.00012","0.00050","32.84","3.93"
"603578","2017-03-06","2017","","","1999-06-24","2017-02-22","2017-03-06","A","22000000","12.2600","CNY","17.650","0.439641","0.00011","0.00042","32.56","7.03"
"603579","2017-01-11","2017","","","2002-11-15","2016-12-29","2017-01-11","A","17500000","44.6600","CNY","64.310","0.439991","0.00005","0.00019","",""
"603580","2017-05-25","2017","","","1997-04-08","2017-05-15","2017-05-25","A","16670000","9.8100","CNY","14.130","0.440367","0.00008","0.00034","30.32","4.38"
"603583","2018-09-21","2018","","","2010-04-30","2018-09-11","2018-09-21","A","30200000","29.1700","CNY","42.000","0.439835","0.00037","0.00148","32.15","9.84"
"603585","2016-12-14","2016","","","1994-12-22","2016-12-02","2016-12-14","A","25000000","26.7900","CNY","38.580","0.440090","0.00008","0.00033","32.67","7.25"
"603586","2017-04-06","2017","","","1999-08-10","2017-03-23","2017-04-06","A","52500000","21.3700","CNY","30.770","0.439869","0.00007","0.00028","31.10","6.51"
"603587","2018-06-22","2018","","","2002-05-23","2018-06-12","2018-06-22","A","61000000","27.5200","CNY","39.630","0.440044","0.00039","0.00258","33.10","11.93"
"603588","2014-12-29","2014","","","1992-08-28","2014-12-19","2014-12-29","A","40400000","18.2300","CNY","26.250","0.439934","0.00046","0.00186","30.37","4.66"
"603589","2015-06-29","2015","","","2002-12-26","2015-06-18","2015-06-29","A","60000000","16.0000","CNY","23.040","0.440000","0.00009","0.00087","32.75","6.07"
"603590","2018-08-27","2018","","","2003-09-03","2018-08-14","2018-08-27","A","40000000","24.3400","CNY","35.050","0.440016","0.00032","0.00128","11.71","4.14"
"603595","2017-07-12","2017","","","2008-01-25","2017-06-30","2017-07-12","A","25000000","13.0100","CNY","18.730","0.439662","0.00010","0.00038","29.52","7.44"
"603596","2018-04-27","2018","","","2004-06-25","2018-04-18","2018-04-27","A","40860000","15.1000","CNY","21.740","0.439735","0.00010","0.00096","32.07","8.08"
"603598","2015-05-27","2015","","","2005-08-10","2015-05-19","2015-05-27","A","33340000","7.2000","CNY","10.370","0.440278","0.00006","0.00023","27.53","4.35"
"603599","2015-05-13","2015","","","2000-03-15","2015-05-05","2015-05-13","A","47060000","16.1100","CNY","23.200","0.440099","0.00020","0.00081","28.54","3.14"
"603600","2015-01-23","2015","","","2001-04-27","2015-01-15","2015-01-23","A","25000000","10.2200","CNY","14.720","0.440313","0.00044","0.00178","",""
"603601","2015-01-22","2015","","","2007-06-28","2015-01-14","2015-01-22","A","17000000","7.9000","CNY","11.380","0.440506","0.00031","0.00126","",""
"603602","2017-08-10","2017","","","2006-12-28","2017-07-27","2017-08-10","A","20000000","15.1800","CNY","21.860","0.440053","0.00009","0.00036","32.56","5.51"
"603603","2017-02-17","2017","","","1995-01-18","2017-02-07","2017-02-17","A","40010000","6.7400","CNY","9.710","0.440653","0.00002","0.00018","",""
"603605","2017-11-15","2017","","","2006-05-24","2017-11-03","2017-11-15","A","50000000","15.3400","CNY","22.090","0.440026","0.00011","0.00042","28.76","7.88"
"603606","2014-10-15","2014","","","1998-10-22","2014-09-25","2014-10-15","A","36680000","8.2000","CNY","11.810","0.440244","0.00035","0.00156","26.68","3.20"
"603607","2017-10-25","2017","","","1992-10-08","2017-10-13","2017-10-25","A","22780000","16.0400","CNY","23.100","0.440150","0.00013","0.00052","31.35","7.19"
"603608","2016-02-18","2016","","","2004-04-09","2016-02-01","2016-02-18","A","70000000","9.8000","CNY","14.110","0.439796","0.00021","0.00084","",""
"603609","2014-08-08","2014","","","2003-03-27","2014-07-30","2014-08-08","A","80000000","5.8800","CNY","8.470","0.440476","0.00050","0.00347","26.95","2.73"
"603610","2019-10-29","2019","","","2005-10-19","2019-10-17","2019-10-29","A","37583200","44.6600","CNY","64.310","0.439991","0.00228","0.00910","33.03","10.54"
"603611","2015-01-28","2015","","","2000-03-03","2015-01-14","2015-01-28","A","20000000","18.3700","CNY","26.450","0.439848","0.00034","0.00135","",""
"603612","2017-07-18","2017","","","2003-08-27","2017-07-06","2017-07-18","A","60200000","7.8800","CNY","11.350","0.440355","0.00008","0.00034","30.73","1.93"
"603613","2019-07-30","2019","","","2002-09-06","2019-07-18","2019-07-30","A","35210000","15.1300","CNY","21.790","0.440185","0.00029","0.00117","32.69","7.02"
"603615","2017-02-13","2017","","","1997-03-03","2017-01-25","2017-02-13","A","60000000","8.3700","CNY","12.050","0.439665","0.00004","0.00017","",""
"603616","2015-06-11","2015","","","2004-07-07","2015-06-03","2015-06-11","A","36680000","11.3500","CNY","16.340","0.439648","0.00009","0.00036","29.92","5.23"
"603617","2017-07-03","2017","","","2003-04-30","2017-06-21","2017-07-03","A","25000000","8.9300","CNY","12.860","0.440090","0.00010","0.00040","23.31","5.41"
"603618","2015-02-17","2015","","","2002-04-17","2015-02-10","2015-02-17","A","53350000","11.6500","CNY","16.780","0.440343","0.00038","0.00154","30.59","4.25"
"603619","2017-11-17","2017","","","2003-06-13","2017-08-02","2017-11-17","A","40000100","22.6100","CNY","32.560","0.440071","0.00007","0.00066","33.05","10.19"
"603626","2017-02-09","2017","","","2010-12-01","2017-01-23","2017-02-09","A","52666700","18.8500","CNY","27.140","0.439788","0.00012","0.00046","",""
"603628","2017-01-12","2017","","","2007-08-31","2016-12-29","2017-01-12","A","68450000","5.5700","CNY","8.020","0.439856","0.00008","0.00030","",""
"603629","2018-12-24","2018","","","1980-11-25","2018-12-12","2018-12-24","A","25000000","19.2900","CNY","27.780","0.440124","0.00044","0.00177","31.56","6.38"
"603630","2017-03-13","2017","","","2001-12-14","2017-03-01","2017-03-13","A","43600000","18.3900","CNY","26.480","0.439913","0.00011","0.00042","30.90","5.50"
"603633","2016-11-17","2016","","","2003-03-12","2016-11-07","2016-11-17","A","30090000","6.7500","CNY","9.720","0.440000","0.00009","0.00034","29.92","2.61"
"603636","2014-12-30","2014","","","2002-10-18","2014-12-22","2014-12-30","A","25000000","14.9500","CNY","21.530","0.440134","0.00038","0.00152","27.08","5.85"
"603637","2017-02-08","2017","","","1994-06-30","2017-01-20","2017-02-08","A","25576300","13.8600","CNY","19.960","0.440115","0.00013","0.00050","",""
"603638","2017-01-20","2017","","","2003-08-06","2017-01-10","2017-01-20","A","44000000","6.5800","CNY","9.480","0.440729","0.00015","0.00060","",""
"603639","2017-01-12","2017","","","1999-12-01","2016-12-30","2017-01-12","A","30000000","24.9500","CNY","35.930","0.440080","0.00012","0.00048","",""
"603648","2017-09-13","2017","","","2001-05-22","2017-09-01","2017-09-13","A","92166700","7.3700","CNY","10.610","0.439620","0.00008","0.00031","29.99","4.51"
"603650","2018-06-27","2018","","","2008-06-04","2018-06-14","2018-06-27","A","58800000","12.3200","CNY","17.740","0.439935","0.00009","0.00086","33.01","8.88"
"603655","2017-12-29","2017","","","2005-02-05","2017-12-19","2017-12-29","A","26500000","6.4600","CNY","9.300","0.439628","0.00010","0.00038","32.66","3.46"
"603656","2017-03-21","2017","","","2004-12-10","2017-03-09","2017-03-21","A","18990000","21.9100","CNY","31.550","0.439982","0.00001","0.00005","28.65","6.21"
"603657","2018-07-30","2018","","","2000-07-11","2018-07-18","2018-07-30","A","24000000","18.4600","CNY","26.580","0.439870","0.00012","0.00047","29.12","7.42"
"603658","2016-09-01","2016","","","1999-09-15","2016-08-19","2016-09-01","A","42000000","14.5800","CNY","21.000","0.440329","0.00004","0.00041","31.72","12.27"
"603659","2017-11-03","2017","","","2012-11-06","2017-10-24","2017-11-03","A","63702900","16.5300","CNY","23.800","0.439806","0.00005","0.00034","29.12","10.32"
"603660","2016-12-01","2016","","","2004-06-10","2016-11-17","2016-12-01","A","66700000","8.0300","CNY","11.560","0.439601","0.00004","0.00020","24.03","4.64"
"603661","2017-11-21","2017","","","1998-04-03","2017-11-09","2017-11-21","A","25000000","56.8800","CNY","81.910","0.440049","0.00025","0.00098","31.05","12.65"
"603662","2019-08-06","2019","","","2002-12-30","2019-07-25","2019-08-06","A","29850114","19.8300","CNY","28.560","0.440242","0.00053","0.00212","24.22","3.32"
"603663","2016-08-01","2016","","","1991-08-24","2016-07-19","2016-08-01","A","33550000","5.2800","CNY","7.600","0.439394","0.00012","0.00047","30.81","4.27"
"603665","2017-03-13","2017","","","2006-12-29","2017-03-01","2017-03-13","A","25000000","21.4000","CNY","30.820","0.440187","0.00009","0.00034","32.87","8.28"
"603666","2018-06-12","2018","","","1999-04-06","2018-05-31","2018-06-12","A","17543900","34.4600","CNY","49.620","0.439930","0.00032","0.00127","25.05","11.24"
"603667","2016-10-25","2016","","","1999-11-12","2016-10-12","2016-10-25","A","50600000","8.8000","CNY","12.670","0.439773","0.00009","0.00037","30.13","3.91"
"603668","2017-01-17","2017","","","2005-12-13","2017-01-05","2017-01-17","A","53000000","6.2100","CNY","8.940","0.439614","0.00011","0.00044","",""
"603669","2015-05-28","2015","","","2003-12-24","2015-05-20","2015-05-28","A","65000000","11.7000","CNY","16.850","0.440171","0.00006","0.00023","29.23","11.71"
"603676","2017-07-21","2017","","","2006-03-17","2017-07-11","2017-07-21","A","63000000","5.5300","CNY","7.960","0.439421","0.00010","0.00064","29.30","7.33"
"603677","2017-02-06","2017","","","1996-11-29","2017-01-18","2017-02-06","A","20000000","21.1300","CNY","30.430","0.440133","0.00010","0.00040","",""
"603678","2015-01-26","2015","","","2007-12-20","2015-01-14","2015-01-26","A","41600000","10.3800","CNY","14.950","0.440270","0.00028","0.00112","",""
"603679","2017-06-21","2017","","","2004-05-21","2017-06-09","2017-06-21","A","25000000","9.4400","CNY","13.590","0.439619","0.00012","0.00048","28.27","5.14"
"603680","2018-02-27","2018","","","2003-03-26","2018-02-08","2018-02-27","A","42000000","32.6900","CNY","47.070","0.439890","0.00093","0.00930","",""
"603681","2019-03-26","2019","","","2002-01-28","2019-03-14","2019-03-26","A","41647901","10.0000","CNY","14.400","0.440000","0.00018","0.00071","18.26","2.67"
"603682","2020-04-21","2020","","","2007-05-09","2020-04-09","2020-04-21","A","94500000","7.9100","CNY","11.390","0.439949","0.00270","0.01348","30.06","6.10"
"603683","2017-10-20","2017","","","2006-04-19","2017-10-10","2017-10-20","A","31670000","9.3400","CNY","13.450","0.440043","0.00010","0.00038","33.04","3.60"
"603685","2017-11-27","2017","","","2001-01-08","2017-11-15","2017-11-27","A","25000000","21.0400","CNY","30.300","0.440114","0.00011","0.00042","32.75","8.89"
"603686","2015-01-26","2015","","","2007-12-21","2015-01-15","2015-01-26","A","33350000","14.8600","CNY","21.400","0.440108","0.00024","0.00094","",""
"603687","2019-07-26","2019","","","2004-11-22","2019-07-16","2019-07-26","A","50000000","7.3500","CNY","10.580","0.439456","0.00021","0.00173","30.75","4.29"
"603688","2014-10-31","2014","","","1999-04-23","2014-10-24","2014-10-31","A","55950000","6.4500","CNY","9.290","0.440310","0.00051","0.00203","26.57","2.66"
"603689","2017-01-10","2017","","","2003-02-14","2016-12-28","2017-01-10","A","84000000","7.8700","CNY","11.330","0.439644","0.00012","0.00048","",""
"603690","2017-01-13","2017","","","2000-11-13","2017-01-03","2017-01-13","A","52000000","1.7300","CNY","2.490","0.439306","0.00005","0.00019","",""
"603693","2018-07-03","2018","","","2002-10-17","2018-06-21","2018-07-03","A","118000000","9.0000","CNY","12.960","0.440000","0.00011","0.00059","25.69","2.44"
"603696","2015-12-09","2015","","","1995-09-28","2015-12-01","2015-12-09","A","30000000","10.1000","CNY","14.540","0.439604","0.00020","0.00079","30.84","4.97"
"603697","2019-05-08","2019","","","2007-05-25","2019-04-23","2019-05-08","A","79500000","7.8700","CNY","11.330","0.439644","0.00032","0.00122","19.36","3.92"
"603698","2015-01-28","2015","","","2007-06-22","2015-01-16","2015-01-28","A","82300000","12.5200","CNY","18.030","0.440096","0.00015","0.00076","",""
"603699","2014-01-17","2014","","","2002-11-14","2014-01-09","2014-01-17","A","120000000","17.6600","CNY","25.340","0.434881","0.07432","0.67566","",""
"603700","2019-01-22","2019","","","1958-01-01","2019-01-10","2019-01-22","A","39090000","16.6300","CNY","23.950","0.440168","0.00044","0.00175","",""
"603701","2016-04-12","2016","","","2001-04-09","2016-03-30","2016-04-12","A","19600000","13.5000","CNY","19.440","0.440000","0.00020","0.00081","27.88","5.50"
"603703","2015-04-23","2015","","","2003-06-10","2015-04-14","2015-04-23","A","23000000","11.3200","CNY","16.300","0.439929","0.00025","0.00100","27.23","5.53"
"603706","2018-07-09","2018","","","2001-03-18","2018-06-27","2018-07-09","A","40000000","13.0900","CNY","18.850","0.440031","0.00022","0.00088","31.23","5.65"
"603707","2017-07-19","2017","","","2000-10-16","2017-07-07","2017-07-19","A","63500000","7.2100","CNY","10.380","0.439667","0.00008","0.00050","17.09","3.34"
