"Markettype","Trdmnt","Cmretwdeq","Cmretmdeq","Cmretwdos","Cmretmdos","Cmretwdtl","Cmretmdtl","Cmnstkcal","Cmmvosd","Cmmvttl"
"95","1999-04","-0.030830","-0.030832","-0.033460","-0.033463","-0.033895","-0.033900","957","583457838.59","1964782204.81"
"101","1999-04","-0.039901","-0.039903","-0.035909","-0.035911","-0.034771","-0.034776","850","564168931.31","1940105737.38"
"111","1999-04","-0.030830","-0.030832","-0.033460","-0.033463","-0.033895","-0.033900","957","583457838.59","1964782204.81"
"117","1999-04","-0.039901","-0.039903","-0.035909","-0.035911","-0.034771","-0.034776","850","564168931.31","1940105737.38"
"127","1999-04","-0.030830","-0.030832","-0.033460","-0.033463","-0.033895","-0.033900","957","583457838.59","1964782204.81"
"33","1999-04","-0.040550","-0.040545","-0.036120","-0.036117","-0.032930","-0.032927","438","293871731.36","1065592865.43"
"20","1999-04","-0.038712","-0.038723","-0.035678","-0.035687","-0.037010","-0.037026","412","270297199.95","874512871.95"
"5","1999-05","0.091436","0.091386","0.115814","0.115758","0.120887","0.120834","856","635554344.66","2184345417.29"
"10","1999-05","0.357254","0.362731","0.367032","0.409040","0.358004","0.454697","107","26196067.50","33121773.02"
"15","1999-05","0.121156","0.121725","0.124119","0.125454","0.123865","0.125027","963","661750412.16","2217467190.31"
"21","1999-05","0.091436","0.091386","0.115814","0.115758","0.120887","0.120834","856","635554344.66","2184345417.29"
"31","1999-05","0.121156","0.121725","0.124119","0.125454","0.123865","0.125027","963","661750412.16","2217467190.31"
"63","1999-05","0.121156","0.121725","0.124119","0.125454","0.123865","0.125027","963","661750412.16","2217467190.31"
"37","1999-05","0.091436","0.091386","0.115814","0.115758","0.120887","0.120834","856","635554344.66","2184345417.29"
"47","1999-05","0.121156","0.121725","0.124119","0.125454","0.123865","0.125027","963","661750412.16","2217467190.31"
"53","1999-05","0.091436","0.091386","0.115814","0.115758","0.120887","0.120834","856","635554344.66","2184345417.29"
"69","1999-05","0.091436","0.091386","0.115814","0.115758","0.120887","0.120834","856","635554344.66","2184345417.29"
"79","1999-05","0.121156","0.121725","0.124119","0.125454","0.123865","0.125027","963","661750412.16","2217467190.31"
"85","1999-05","0.091436","0.091386","0.115814","0.115758","0.120887","0.120834","856","635554344.66","2184345417.29"
"95","1999-05","0.121156","0.121725","0.124119","0.125454","0.123865","0.125027","963","661750412.16","2217467190.31"
"101","1999-05","0.091436","0.091386","0.115814","0.115758","0.120887","0.120834","856","635554344.66","2184345417.29"
"111","1999-05","0.121156","0.121725","0.124119","0.125454","0.123865","0.125027","963","661750412.16","2217467190.31"
"117","1999-05","0.091436","0.091386","0.115814","0.115758","0.120887","0.120834","856","635554344.66","2184345417.29"
"127","1999-05","0.121156","0.121725","0.124119","0.125454","0.123865","0.125027","963","661750412.16","2217467190.31"
"33","1999-05","0.104974","0.104948","0.122884","0.122869","0.138613","0.138598","441","334296794.82","1218022475.17"
"20","1999-05","0.076279","0.076205","0.108127","0.108028","0.099289","0.099189","415","301257549.84","966322942.12"
"5","1999-06","0.329840","0.329544","0.363823","0.363441","0.338397","0.337937","871","881713333.01","2962470745.37"
"10","1999-06","0.628160","0.645702","0.578373","0.606452","0.583737","0.607740","107","40953763.17","52040852.31"
"15","1999-06","0.362986","0.364672","0.372316","0.373061","0.342061","0.341967","978","922667096.18","3014511597.68"
"21","1999-06","0.329840","0.329544","0.363823","0.363441","0.338397","0.337937","871","881713333.01","2962470745.37"
"31","1999-06","0.362986","0.364672","0.372316","0.373061","0.342061","0.341967","978","922667096.18","3014511597.68"
"63","1999-06","0.362986","0.364672","0.372316","0.373061","0.342061","0.341967","978","922667096.18","3014511597.68"
"37","1999-06","0.329840","0.329544","0.363823","0.363441","0.338397","0.337937","871","881713333.01","2962470745.37"
"47","1999-06","0.362986","0.364672","0.372316","0.373061","0.342061","0.341967","978","922667096.18","3014511597.68"
"53","1999-06","0.329840","0.329544","0.363823","0.363441","0.338397","0.337937","871","881713333.01","2962470745.37"
"69","1999-06","0.329840","0.329544","0.363823","0.363441","0.338397","0.337937","871","881713333.01","2962470745.37"
"79","1999-06","0.362986","0.364672","0.372316","0.373061","0.342061","0.341967","978","922667096.18","3014511597.68"
"85","1999-06","0.329840","0.329544","0.363823","0.363441","0.338397","0.337937","871","881713333.01","2962470745.37"
"95","1999-06","0.362986","0.364672","0.372316","0.373061","0.342061","0.341967","978","922667096.18","3014511597.68"
"101","1999-06","0.329840","0.329544","0.363823","0.363441","0.338397","0.337937","871","881713333.01","2962470745.37"
"111","1999-06","0.362986","0.364672","0.372316","0.373061","0.342061","0.341967","978","922667096.18","3014511597.68"
"117","1999-06","0.329840","0.329544","0.363823","0.363441","0.338397","0.337937","871","881713333.01","2962470745.37"
"127","1999-06","0.362986","0.364672","0.372316","0.373061","0.342061","0.341967","978","922667096.18","3014511597.68"
"33","1999-06","0.324853","0.324587","0.360835","0.360557","0.320228","0.319892","447","461094268.58","1626385142.25"
"20","1999-06","0.330442","0.330118","0.367138","0.366641","0.361298","0.360682","424","420619064.43","1336085603.12"
"5","1999-07","-0.044139","-0.043890","-0.064251","-0.063663","-0.056682","-0.056114","884","851203200.86","2862445504.30"
"10","1999-07","-0.163344","-0.148577","-0.179418","-0.166218","-0.180303","-0.169915","108","33595405.47","42914847.97"
"15","1999-07","-0.057167","-0.055332","-0.069360","-0.068213","-0.058815","-0.058078","992","884798606.33","2905360352.27"
"21","1999-07","-0.044139","-0.043890","-0.064251","-0.063663","-0.056682","-0.056114","884","851203200.86","2862445504.30"
"31","1999-07","-0.057167","-0.055332","-0.069360","-0.068213","-0.058815","-0.058078","992","884798606.33","2905360352.27"
"63","1999-07","-0.057167","-0.055332","-0.069360","-0.068213","-0.058815","-0.058078","992","884798606.33","2905360352.27"
"37","1999-07","-0.044139","-0.043890","-0.064251","-0.063663","-0.056682","-0.056114","884","851203200.86","2862445504.30"
"47","1999-07","-0.057167","-0.055332","-0.069360","-0.068213","-0.058815","-0.058078","992","884798606.33","2905360352.27"
"53","1999-07","-0.044139","-0.043890","-0.064251","-0.063663","-0.056682","-0.056114","884","851203200.86","2862445504.30"
"69","1999-07","-0.044139","-0.043890","-0.064251","-0.063663","-0.056682","-0.056114","884","851203200.86","2862445504.30"
"79","1999-07","-0.057167","-0.055332","-0.069360","-0.068213","-0.058815","-0.058078","992","884798606.33","2905360352.27"
"85","1999-07","-0.044139","-0.043890","-0.064251","-0.063663","-0.056682","-0.056114","884","851203200.86","2862445504.30"
"95","1999-07","-0.057167","-0.055332","-0.069360","-0.068213","-0.058815","-0.058078","992","884798606.33","2905360352.27"
"101","1999-07","-0.044139","-0.043890","-0.064251","-0.063663","-0.056682","-0.056114","884","851203200.86","2862445504.30"
"111","1999-07","-0.057167","-0.055332","-0.069360","-0.068213","-0.058815","-0.058078","992","884798606.33","2905360352.27"
"117","1999-07","-0.044139","-0.043890","-0.064251","-0.063663","-0.056682","-0.056114","884","851203200.86","2862445504.30"
"127","1999-07","-0.057167","-0.055332","-0.069360","-0.068213","-0.058815","-0.058078","992","884798606.33","2905360352.27"
"33","1999-07","-0.036404","-0.036227","-0.059979","-0.059174","-0.049785","-0.049112","451","441407846.21","1561336750.25"
"20","1999-07","-0.051931","-0.051609","-0.068929","-0.068579","-0.065071","-0.064631","433","409795354.65","1301108754.05"
"5","1999-08","0.032656","0.032646","0.007129","0.007191","0.009281","0.009311","893","873723661.70","2934640700.73"
"10","1999-08","-0.021156","-0.017653","-0.064148","-0.056624","-0.064700","-0.055428","108","31347947.52","40009409.50"
"15","1999-08","0.026797","0.027170","0.004423","0.004767","0.008189","0.008354","1001","905071609.22","2974650110.23"
"21","1999-08","0.032656","0.032646","0.007129","0.007191","0.009281","0.009311","893","873723661.70","2934640700.73"
"31","1999-08","0.026797","0.027170","0.004423","0.004767","0.008189","0.008354","1001","905071609.22","2974650110.23"
"63","1999-08","0.026797","0.027170","0.004423","0.004767","0.008189","0.008354","1001","905071609.22","2974650110.23"
"37","1999-08","0.032656","0.032646","0.007129","0.007191","0.009281","0.009311","893","873723661.70","2934640700.73"
"47","1999-08","0.026797","0.027170","0.004423","0.004767","0.008189","0.008354","1001","905071609.22","2974650110.23"
"53","1999-08","0.032656","0.032646","0.007129","0.007191","0.009281","0.009311","893","873723661.70","2934640700.73"
"69","1999-08","0.032656","0.032646","0.007129","0.007191","0.009281","0.009311","893","873723661.70","2934640700.73"
"79","1999-08","0.026797","0.027170","0.004423","0.004767","0.008189","0.008354","1001","905071609.22","2974650110.23"
"85","1999-08","0.032656","0.032646","0.007129","0.007191","0.009281","0.009311","893","873723661.70","2934640700.73"
"95","1999-08","0.026797","0.027170","0.004423","0.004767","0.008189","0.008354","1001","905071609.22","2974650110.23"
"101","1999-08","0.032656","0.032646","0.007129","0.007191","0.009281","0.009311","893","873723661.70","2934640700.73"
"111","1999-08","0.026797","0.027170","0.004423","0.004767","0.008189","0.008354","1001","905071609.22","2974650110.23"
"117","1999-08","0.032656","0.032646","0.007129","0.007191","0.009281","0.009311","893","873723661.70","2934640700.73"
"127","1999-08","0.026797","0.027170","0.004423","0.004767","0.008189","0.008354","1001","905071609.22","2974650110.23"
"33","1999-08","0.041050","0.041008","0.013635","0.013711","0.017226","0.017237","456","458156079.61","1618396862.63"
"20","1999-08","0.023439","0.023462","0.000122","0.000167","-0.000251","-0.000200","437","415567582.09","1316243838.10"
"5","1999-09","-0.022280","-0.022245","-0.024507","-0.024481","-0.026651","-0.026633","900","870697496.00","2886165918.34"
"10","1999-09","-0.035931","-0.035931","-0.038228","-0.038228","-0.038191","-0.038191","108","30138161.39","38467713.50"
"15","1999-09","-0.023755","-0.023723","-0.024983","-0.024957","-0.026806","-0.026789","1008","900835657.39","2924633631.84"
"21","1999-09","-0.022280","-0.022245","-0.024507","-0.024481","-0.026651","-0.026633","900","870697496.00","2886165918.34"
"31","1999-09","-0.023755","-0.023723","-0.024983","-0.024957","-0.026806","-0.026789","1008","900835657.39","2924633631.84"
"63","1999-09","-0.023755","-0.023723","-0.024983","-0.024957","-0.026806","-0.026789","1008","900835657.39","2924633631.84"
"37","1999-09","-0.022280","-0.022245","-0.024507","-0.024481","-0.026651","-0.026633","900","870697496.00","2886165918.34"
"47","1999-09","-0.023755","-0.023723","-0.024983","-0.024957","-0.026806","-0.026789","1008","900835657.39","2924633631.84"
"53","1999-09","-0.022280","-0.022245","-0.024507","-0.024481","-0.026651","-0.026633","900","870697496.00","2886165918.34"
"69","1999-09","-0.022280","-0.022245","-0.024507","-0.024481","-0.026651","-0.026633","900","870697496.00","2886165918.34"
"79","1999-09","-0.023755","-0.023723","-0.024983","-0.024957","-0.026806","-0.026789","1008","900835657.39","2924633631.84"
"85","1999-09","-0.022280","-0.022245","-0.024507","-0.024481","-0.026651","-0.026633","900","870697496.00","2886165918.34"
"95","1999-09","-0.023755","-0.023723","-0.024983","-0.024957","-0.026806","-0.026789","1008","900835657.39","2924633631.84"
"101","1999-09","-0.022280","-0.022245","-0.024507","-0.024481","-0.026651","-0.026633","900","870697496.00","2886165918.34"
"111","1999-09","-0.023755","-0.023723","-0.024983","-0.024957","-0.026806","-0.026789","1008","900835657.39","2924633631.84"
"117","1999-09","-0.022280","-0.022245","-0.024507","-0.024481","-0.026651","-0.026633","900","870697496.00","2886165918.34"
"127","1999-09","-0.023755","-0.023723","-0.024983","-0.024957","-0.026806","-0.026789","1008","900835657.39","2924633631.84"
"33","1999-09","-0.029383","-0.029340","-0.029789","-0.029725","-0.034168","-0.034104","459","452716858.73","1575899730.87"
"20","1999-09","-0.014616","-0.014588","-0.018690","-0.018704","-0.017415","-0.017454","441","417980637.27","1310266187.47"
