"Markettype","Trdmnt","Cmretwdeq","Cmretmdeq","Cmretwdos","Cmretmdos","Cmretwdtl","Cmretmdtl","Cmnstkcal","Cmmvosd","Cmmvttl"
"33","2010-05","-0.094071","-0.094052","-0.086534","-0.086397","-0.093632","-0.093539","855","10097672112.10","14937358553.31"
"20","2010-05","-0.072262","-0.072255","-0.072877","-0.072846","-0.072463","-0.072324","939","3333412449.48","5823151899.09"
"10","2010-06","-0.021405","-0.011620","0.016965","0.027833","0.024061","0.033870","105","150452613.96","197106884.77"
"5","2010-06","-0.092684","-0.092545","-0.076230","-0.075868","-0.074735","-0.074420","1731","12367584903.96","18907443077.85"
"15","2010-06","-0.088554","-0.087856","-0.075196","-0.074717","-0.073798","-0.073394","1836","12518037517.92","19104549962.62"
"21","2010-06","-0.091289","-0.091157","-0.076277","-0.075917","-0.074942","-0.074633","1821","12447469486.48","19258473627.94"
"31","2010-06","-0.087423","-0.086757","-0.075249","-0.074773","-0.074021","-0.073623","1926","12597922100.44","19455580512.71"
"63","2010-06","-0.087423","-0.086757","-0.075249","-0.074773","-0.074021","-0.073623","1926","12597922100.44","19455580512.71"
"37","2010-06","-0.092684","-0.092545","-0.076230","-0.075868","-0.074735","-0.074420","1731","12367584903.96","18907443077.85"
"47","2010-06","-0.088554","-0.087856","-0.075196","-0.074717","-0.073798","-0.073394","1836","12518037517.92","19104549962.62"
"53","2010-06","-0.091289","-0.091157","-0.076277","-0.075917","-0.074942","-0.074633","1821","12447469486.48","19258473627.94"
"69","2010-06","-0.092684","-0.092545","-0.076230","-0.075868","-0.074735","-0.074420","1731","12367584903.96","18907443077.85"
"79","2010-06","-0.088554","-0.087856","-0.075196","-0.074717","-0.073798","-0.073394","1836","12518037517.92","19104549962.62"
"85","2010-06","-0.091289","-0.091157","-0.076277","-0.075917","-0.074942","-0.074633","1821","12447469486.48","19258473627.94"
"95","2010-06","-0.087423","-0.086757","-0.075249","-0.074773","-0.074021","-0.073623","1926","12597922100.44","19455580512.71"
"101","2010-06","-0.092684","-0.092545","-0.076230","-0.075868","-0.074735","-0.074420","1731","12367584903.96","18907443077.85"
"111","2010-06","-0.088554","-0.087856","-0.075196","-0.074717","-0.073798","-0.073394","1836","12518037517.92","19104549962.62"
"117","2010-06","-0.091289","-0.091157","-0.076277","-0.075917","-0.074942","-0.074633","1821","12447469486.48","19258473627.94"
"127","2010-06","-0.087423","-0.086757","-0.075249","-0.074773","-0.074021","-0.073623","1926","12597922100.44","19455580512.71"
"33","2010-06","-0.099241","-0.099082","-0.072458","-0.072026","-0.069476","-0.069100","853","9343516339.34","13800049333.91"
"20","2010-06","-0.084074","-0.083965","-0.087817","-0.087672","-0.088912","-0.088773","968","3103953147.14","5458424294.03"
"10","2010-07","0.145182","0.152798","0.150793","0.156469","0.143713","0.148405","105","171975091.14","224124779.02"
"5","2010-07","0.152968","0.152843","0.122383","0.122184","0.116607","0.116352","1746","13683754208.61","21729801793.91"
"15","2010-07","0.152522","0.152840","0.122732","0.122605","0.116890","0.116687","1851","13855729299.75","21953926572.93"
"21","2010-07","0.148569","0.148449","0.121927","0.121729","0.115400","0.115150","1843","13774067779.91","22116437810.92"
"31","2010-07","0.148384","0.148687","0.122279","0.122153","0.115690","0.115491","1948","13946042871.05","22340562589.94"
"63","2010-07","0.148384","0.148687","0.122279","0.122153","0.115690","0.115491","1948","13946042871.05","22340562589.94"
"37","2010-07","0.152968","0.152843","0.122383","0.122184","0.116607","0.116352","1746","13683754208.61","21729801793.91"
"47","2010-07","0.152522","0.152840","0.122732","0.122605","0.116890","0.116687","1851","13855729299.75","21953926572.93"
"53","2010-07","0.148569","0.148449","0.121927","0.121729","0.115400","0.115150","1843","13774067779.91","22116437810.92"
"69","2010-07","0.152968","0.152843","0.122383","0.122184","0.116607","0.116352","1746","13683754208.61","21729801793.91"
"79","2010-07","0.152522","0.152840","0.122732","0.122605","0.116890","0.116687","1851","13855729299.75","21953926572.93"
"85","2010-07","0.148569","0.148449","0.121927","0.121729","0.115400","0.115150","1843","13774067779.91","22116437810.92"
"95","2010-07","0.148384","0.148687","0.122279","0.122153","0.115690","0.115491","1948","13946042871.05","22340562589.94"
"101","2010-07","0.152968","0.152843","0.122383","0.122184","0.116607","0.116352","1746","13683754208.61","21729801793.91"
"111","2010-07","0.152522","0.152840","0.122732","0.122605","0.116890","0.116687","1851","13855729299.75","21953926572.93"
"117","2010-07","0.148569","0.148449","0.121927","0.121729","0.115400","0.115150","1843","13774067779.91","22116437810.92"
"127","2010-07","0.148384","0.148687","0.122279","0.122153","0.115690","0.115491","1948","13946042871.05","22340562589.94"
"33","2010-07","0.155629","0.155479","0.111845","0.111638","0.105755","0.105461","853","10201223611.52","15874116749.55"
"20","2010-07","0.142034","0.141942","0.152077","0.151910","0.139717","0.139578","990","3572844168.39","6242321061.37"
"10","2010-08","0.112787","0.114498","0.065212","0.066955","0.065073","0.066397","103","181232055.90","237013715.02"
"5","2010-08","0.091707","0.091684","0.025563","0.025538","0.023929","0.023911","1755","14186905969.54","22499878749.11"
"15","2010-08","0.092885","0.092959","0.026049","0.026046","0.024345","0.024341","1858","14368138025.44","22736892464.13"
"21","2010-08","0.089771","0.089749","0.025767","0.025742","0.024488","0.024471","1868","14298036555.74","22983805351.20"
"31","2010-08","0.090993","0.091063","0.026247","0.026244","0.024892","0.024888","1971","14479268611.64","23220819066.22"
"63","2010-08","0.090993","0.091063","0.026247","0.026244","0.024892","0.024888","1971","14479268611.64","23220819066.22"
"37","2010-08","0.091707","0.091684","0.025563","0.025538","0.023929","0.023911","1755","14186905969.54","22499878749.11"
"47","2010-08","0.092885","0.092959","0.026049","0.026046","0.024345","0.024341","1858","14368138025.44","22736892464.13"
"53","2010-08","0.089771","0.089749","0.025767","0.025742","0.024488","0.024471","1868","14298036555.74","22983805351.20"
"69","2010-08","0.091707","0.091684","0.025563","0.025538","0.023929","0.023911","1755","14186905969.54","22499878749.11"
"79","2010-08","0.092885","0.092959","0.026049","0.026046","0.024345","0.024341","1858","14368138025.44","22736892464.13"
"85","2010-08","0.089771","0.089749","0.025767","0.025742","0.024488","0.024471","1868","14298036555.74","22983805351.20"
"95","2010-08","0.090993","0.091063","0.026247","0.026244","0.024892","0.024888","1971","14479268611.64","23220819066.22"
"101","2010-08","0.091707","0.091684","0.025563","0.025538","0.023929","0.023911","1755","14186905969.54","22499878749.11"
"111","2010-08","0.092885","0.092959","0.026049","0.026046","0.024345","0.024341","1858","14368138025.44","22736892464.13"
"117","2010-08","0.089771","0.089749","0.025767","0.025742","0.024488","0.024471","1868","14298036555.74","22983805351.20"
"127","2010-08","0.090993","0.091063","0.026247","0.026244","0.024892","0.024888","1971","14479268611.64","23220819066.22"
"33","2010-08","0.078093","0.078063","0.003982","0.003959","-0.000027","-0.000043","849","10297902747.30","16035571672.46"
"20","2010-08","0.099503","0.099489","0.087822","0.087795","0.086702","0.086681","1019","4000133808.44","6948233678.74"
"10","2010-09","0.051630","0.051630","0.071459","0.071459","0.070406","0.070406","104","192046092.35","250637775.06"
"5","2010-09","0.014685","0.014678","0.011533","0.011420","0.008300","0.008209","1781","14827453418.57","23132905846.46"
"15","2010-09","0.016744","0.016737","0.012277","0.012165","0.008941","0.008851","1885","15019499510.92","23383543621.52"
"21","2010-09","0.008997","0.008990","0.010816","0.010704","0.006375","0.006285","1904","14939378932.01","23631601363.25"
"31","2010-09","0.011237","0.011231","0.011563","0.011453","0.007022","0.006933","2008","15131425024.36","23882239138.31"
"63","2010-09","0.011237","0.011231","0.011563","0.011453","0.007022","0.006933","2008","15131425024.36","23882239138.31"
"37","2010-09","0.014685","0.014678","0.011533","0.011420","0.008300","0.008209","1781","14827453418.57","23132905846.46"
"47","2010-09","0.016744","0.016737","0.012277","0.012165","0.008941","0.008851","1885","15019499510.92","23383543621.52"
"53","2010-09","0.008997","0.008990","0.010816","0.010704","0.006375","0.006285","1904","14939378932.01","23631601363.25"
"69","2010-09","0.014685","0.014678","0.011533","0.011420","0.008300","0.008209","1781","14827453418.57","23132905846.46"
"79","2010-09","0.016744","0.016737","0.012277","0.012165","0.008941","0.008851","1885","15019499510.92","23383543621.52"
"85","2010-09","0.008997","0.008990","0.010816","0.010704","0.006375","0.006285","1904","14939378932.01","23631601363.25"
"95","2010-09","0.011237","0.011231","0.011563","0.011453","0.007022","0.006933","2008","15131425024.36","23882239138.31"
"101","2010-09","0.014685","0.014678","0.011533","0.011420","0.008300","0.008209","1781","14827453418.57","23132905846.46"
"111","2010-09","0.016744","0.016737","0.012277","0.012165","0.008941","0.008851","1885","15019499510.92","23383543621.52"
"117","2010-09","0.008997","0.008990","0.010816","0.010704","0.006375","0.006285","1904","14939378932.01","23631601363.25"
"127","2010-09","0.011237","0.011231","0.011563","0.011453","0.007022","0.006933","2008","15131425024.36","23882239138.31"
"33","2010-09","0.026801","0.026792","0.010801","0.010648","0.008795","0.008668","854","10769804181.15","16445073101.62"
"20","2010-09","-0.005888","-0.005893","0.010855","0.010850","0.000764","0.000762","1050","4169574750.86","7186528261.63"
"10","2010-10","0.073158","0.073158","0.109836","0.109836","0.122055","0.122055","104","212999104.59","281011439.45"
"5","2010-10","0.092551","0.092539","0.120296","0.120272","0.120498","0.120483","1785","17118165161.17","26123342083.01"
"15","2010-10","0.091478","0.091466","0.120162","0.120139","0.120515","0.120500","1889","17331164265.76","26404353522.46"
"21","2010-10","0.094603","0.094592","0.120389","0.120366","0.120676","0.120661","1917","17253805752.89","26727417448.24"
"31","2010-10","0.093488","0.093477","0.120255","0.120233","0.120691","0.120676","2021","17466804857.48","27008428887.69"
"63","2010-10","0.093488","0.093477","0.120255","0.120233","0.120691","0.120676","2021","17466804857.48","27008428887.69"
"37","2010-10","0.092551","0.092539","0.120296","0.120272","0.120498","0.120483","1785","17118165161.17","26123342083.01"
"47","2010-10","0.091478","0.091466","0.120162","0.120139","0.120515","0.120500","1889","17331164265.76","26404353522.46"
"53","2010-10","0.094603","0.094592","0.120389","0.120366","0.120676","0.120661","1917","17253805752.89","26727417448.24"
"69","2010-10","0.092551","0.092539","0.120296","0.120272","0.120498","0.120483","1785","17118165161.17","26123342083.01"
"79","2010-10","0.091478","0.091466","0.120162","0.120139","0.120515","0.120500","1889","17331164265.76","26404353522.46"
"85","2010-10","0.094603","0.094592","0.120389","0.120366","0.120676","0.120661","1917","17253805752.89","26727417448.24"
"95","2010-10","0.093488","0.093477","0.120255","0.120233","0.120691","0.120676","2021","17466804857.48","27008428887.69"
"101","2010-10","0.092551","0.092539","0.120296","0.120272","0.120498","0.120483","1785","17118165161.17","26123342083.01"
"111","2010-10","0.091478","0.091466","0.120162","0.120139","0.120515","0.120500","1889","17331164265.76","26404353522.46"
"117","2010-10","0.094603","0.094592","0.120389","0.120366","0.120676","0.120661","1917","17253805752.89","26727417448.24"
"127","2010-10","0.093488","0.093477","0.120255","0.120233","0.120691","0.120676","2021","17466804857.48","27008428887.69"
"33","2010-10","0.093463","0.093442","0.120990","0.120958","0.122684","0.122663","853","12523112458.41","18609616274.70"
"20","2010-10","0.095261","0.095258","0.118839","0.118838","0.116082","0.116080","1064","4730693294.48","8117801173.54"
"10","2010-11","0.013814","0.013814","-0.010814","-0.010814","-0.012446","-0.012446","105","211775953.14","278422948.19"
"5","2010-11","0.008053","0.008053","-0.044656","-0.044940","-0.039649","-0.039835","1809","18517168020.68","25460775057.30"
"15","2010-11","0.008373","0.008373","-0.044238","-0.044518","-0.039358","-0.039542","1914","18728943973.82","25739198005.49"
"21","2010-11","0.014543","0.014542","-0.043472","-0.043753","-0.036414","-0.036595","1950","18705727914.98","26171171313.73"
"31","2010-11","0.014505","0.014505","-0.043071","-0.043348","-0.036163","-0.036343","2055","18917503868.12","26449594261.92"
"63","2010-11","0.014505","0.014505","-0.043071","-0.043348","-0.036163","-0.036343","2055","18917503868.12","26449594261.92"
"37","2010-11","0.008053","0.008053","-0.044656","-0.044940","-0.039649","-0.039835","1809","18517168020.68","25460775057.30"
"47","2010-11","0.008373","0.008373","-0.044238","-0.044518","-0.039358","-0.039542","1914","18728943973.82","25739198005.49"
"53","2010-11","0.014543","0.014542","-0.043472","-0.043753","-0.036414","-0.036595","1950","18705727914.98","26171171313.73"
"69","2010-11","0.008053","0.008053","-0.044656","-0.044940","-0.039649","-0.039835","1809","18517168020.68","25460775057.30"
"79","2010-11","0.008373","0.008373","-0.044238","-0.044518","-0.039358","-0.039542","1914","18728943973.82","25739198005.49"
"85","2010-11","0.014543","0.014542","-0.043472","-0.043753","-0.036414","-0.036595","1950","18705727914.98","26171171313.73"
"95","2010-11","0.014505","0.014505","-0.043071","-0.043348","-0.036163","-0.036343","2055","18917503868.12","26449594261.92"
"101","2010-11","0.008053","0.008053","-0.044656","-0.044940","-0.039649","-0.039835","1809","18517168020.68","25460775057.30"
"111","2010-11","0.008373","0.008373","-0.044238","-0.044518","-0.039358","-0.039542","1914","18728943973.82","25739198005.49"
"117","2010-11","0.014543","0.014542","-0.043472","-0.043753","-0.036414","-0.036595","1950","18705727914.98","26171171313.73"
"127","2010-11","0.014505","0.014505","-0.043071","-0.043348","-0.036163","-0.036343","2055","18917503868.12","26449594261.92"
"33","2010-11","-0.006866","-0.006867","-0.054997","-0.055385","-0.053856","-0.054118","857","13858095313.06","17764331845.29"
"20","2010-11","0.031728","0.031728","-0.013001","-0.013001","0.003488","0.003489","1093","4847632601.92","8406839468.44"
"10","2010-12","0.015560","0.015560","0.018087","0.018087","0.017827","0.017827","105","214752830.35","281956123.75"
"5","2010-12","-0.019400","-0.019404","-0.008435","-0.008445","-0.006102","-0.006110","1837","18815719906.84","25573886257.15"
"15","2010-12","-0.017485","-0.017489","-0.008135","-0.008145","-0.005843","-0.005851","1942","19030472737.19","25855842380.90"
"21","2010-12","-0.020313","-0.020317","-0.008723","-0.008733","-0.007060","-0.007067","1990","19017196371.39","26310408148.84"
"31","2010-12","-0.018483","-0.018487","-0.008423","-0.008433","-0.006798","-0.006806","2095","19231949201.74","26592364272.59"
"63","2010-12","-0.018483","-0.018487","-0.008423","-0.008433","-0.006798","-0.006806","2095","19231949201.74","26592364272.59"
"37","2010-12","-0.019400","-0.019404","-0.008435","-0.008445","-0.006102","-0.006110","1837","18815719906.84","25573886257.15"
"47","2010-12","-0.017485","-0.017489","-0.008135","-0.008145","-0.005843","-0.005851","1942","19030472737.19","25855842380.90"
"53","2010-12","-0.020313","-0.020317","-0.008723","-0.008733","-0.007060","-0.007067","1990","19017196371.39","26310408148.84"
"69","2010-12","-0.019400","-0.019404","-0.008435","-0.008445","-0.006102","-0.006110","1837","18815719906.84","25573886257.15"
"79","2010-12","-0.017485","-0.017489","-0.008135","-0.008145","-0.005843","-0.005851","1942","19030472737.19","25855842380.90"
"85","2010-12","-0.020313","-0.020317","-0.008723","-0.008733","-0.007060","-0.007067","1990","19017196371.39","26310408148.84"
"95","2010-12","-0.018483","-0.018487","-0.008423","-0.008433","-0.006798","-0.006806","2095","19231949201.74","26592364272.59"
"101","2010-12","-0.019400","-0.019404","-0.008435","-0.008445","-0.006102","-0.006110","1837","18815719906.84","25573886257.15"
"111","2010-12","-0.017485","-0.017489","-0.008135","-0.008145","-0.005843","-0.005851","1942","19030472737.19","25855842380.90"
"117","2010-12","-0.020313","-0.020317","-0.008723","-0.008733","-0.007060","-0.007067","1990","19017196371.39","26310408148.84"
"127","2010-12","-0.018483","-0.018487","-0.008423","-0.008433","-0.006798","-0.006806","2095","19231949201.74","26592364272.59"
"33","2010-12","-0.021368","-0.021379","-0.008405","-0.008419","-0.004255","-0.004267","866","14104264166.70","17862178575.26"
"20","2010-12","-0.019401","-0.019401","-0.009637","-0.009636","-0.013011","-0.013010","1124","4912932204.69","8448229573.58"
"10","2011-01","0.007136","0.007136","0.007063","0.007063","0.006731","0.006731","105","215074041.38","282299763.58"
"5","2011-01","-0.049277","-0.049282","-0.019474","-0.019475","-0.026034","-0.026038","1848","18676223911.27","25066681107.62"
"15","2011-01","-0.046219","-0.046224","-0.019173","-0.019175","-0.025676","-0.025679","1953","18891297952.65","25348980871.20"
"21","2011-01","-0.053785","-0.053790","-0.020330","-0.020331","-0.028240","-0.028243","2016","18878316564.12","25777488814.49"
"31","2011-01","-0.050725","-0.050729","-0.020023","-0.020024","-0.027868","-0.027871","2121","19093390605.50","26059788578.07"
"63","2011-01","-0.050725","-0.050729","-0.020023","-0.020024","-0.027868","-0.027871","2121","19093390605.50","26059788578.07"
"37","2011-01","-0.049277","-0.049282","-0.019474","-0.019475","-0.026034","-0.026038","1848","18676223911.27","25066681107.62"
"47","2011-01","-0.046219","-0.046224","-0.019173","-0.019175","-0.025676","-0.025679","1953","18891297952.65","25348980871.20"
"53","2011-01","-0.053785","-0.053790","-0.020330","-0.020331","-0.028240","-0.028243","2016","18878316564.12","25777488814.49"
"69","2011-01","-0.049277","-0.049282","-0.019474","-0.019475","-0.026034","-0.026038","1848","18676223911.27","25066681107.62"
"79","2011-01","-0.046219","-0.046224","-0.019173","-0.019175","-0.025676","-0.025679","1953","18891297952.65","25348980871.20"
"85","2011-01","-0.053785","-0.053790","-0.020330","-0.020331","-0.028240","-0.028243","2016","18878316564.12","25777488814.49"
"95","2011-01","-0.050725","-0.050729","-0.020023","-0.020024","-0.027868","-0.027871","2121","19093390605.50","26059788578.07"
"101","2011-01","-0.049277","-0.049282","-0.019474","-0.019475","-0.026034","-0.026038","1848","18676223911.27","25066681107.62"
"111","2011-01","-0.046219","-0.046224","-0.019173","-0.019175","-0.025676","-0.025679","1953","18891297952.65","25348980871.20"
"117","2011-01","-0.053785","-0.053790","-0.020330","-0.020331","-0.028240","-0.028243","2016","18878316564.12","25777488814.49"
"127","2011-01","-0.050725","-0.050729","-0.020023","-0.020024","-0.027868","-0.027871","2121","19093390605.50","26059788578.07"
"33","2011-01","-0.026610","-0.026609","-0.005056","-0.005053","-0.006583","-0.006581","871","14166160573.87","17870145191.17"
"20","2011-01","-0.074701","-0.074710","-0.064289","-0.064301","-0.074107","-0.074122","1145","4712155990.25","7907343623.32"
"10","2011-02","0.038587","0.038587","0.005768","0.005768","0.001055","0.001055","105","215828050.78","281966545.05"
"5","2011-02","0.097416","0.097412","0.053010","0.053008","0.054119","0.054119","1862","19925033967.85","26577066129.77"
"15","2011-02","0.094254","0.094251","0.052472","0.052471","0.053529","0.053529","1967","20140862018.63","26859032674.82"
"21","2011-02","0.094811","0.094807","0.053127","0.053125","0.054355","0.054355","2045","20155468999.86","27377920011.52"
"31","2011-02","0.092029","0.092025","0.052594","0.052593","0.053778","0.053778","2150","20371297050.64","27659886556.57"
"63","2011-02","0.092029","0.092025","0.052594","0.052593","0.053778","0.053778","2150","20371297050.64","27659886556.57"
"37","2011-02","0.097416","0.097412","0.053010","0.053008","0.054119","0.054119","1862","19925033967.85","26577066129.77"
"47","2011-02","0.094254","0.094251","0.052472","0.052471","0.053529","0.053529","1967","20140862018.63","26859032674.82"
"53","2011-02","0.094811","0.094807","0.053127","0.053125","0.054355","0.054355","2045","20155468999.86","27377920011.52"
"69","2011-02","0.097416","0.097412","0.053010","0.053008","0.054119","0.054119","1862","19925033967.85","26577066129.77"
"79","2011-02","0.094254","0.094251","0.052472","0.052471","0.053529","0.053529","1967","20140862018.63","26859032674.82"
"85","2011-02","0.094811","0.094807","0.053127","0.053125","0.054355","0.054355","2045","20155468999.86","27377920011.52"
"95","2011-02","0.092029","0.092025","0.052594","0.052593","0.053778","0.053778","2150","20371297050.64","27659886556.57"
"101","2011-02","0.097416","0.097412","0.053010","0.053008","0.054119","0.054119","1862","19925033967.85","26577066129.77"
"111","2011-02","0.094254","0.094251","0.052472","0.052471","0.053529","0.053529","1967","20140862018.63","26859032674.82"
"117","2011-02","0.094811","0.094807","0.053127","0.053125","0.054355","0.054355","2045","20155468999.86","27377920011.52"
"127","2011-02","0.092029","0.092025","0.052594","0.052593","0.053778","0.053778","2150","20371297050.64","27659886556.57"
"33","2011-02","0.095469","0.095469","0.040288","0.040289","0.041156","0.041158","873","14912559000.04","18701900364.18"
"20","2011-02","0.094056","0.094050","0.091716","0.091709","0.084192","0.084187","1172","5242909999.82","8676019647.34"
"10","2011-03","-0.015620","-0.015620","0.002776","0.002776","0.004235","0.004235","104","215229707.20","281777256.27"
"5","2011-03","-0.005443","-0.005439","0.003187","0.003196","-0.002672","-0.002664","1875","20020419351.51","26411404743.43"
"15","2011-03","-0.005983","-0.005979","0.003183","0.003191","-0.002599","-0.002591","1979","20235649058.71","26693181999.70"
"21","2011-03","-0.010777","-0.010770","0.002287","0.002296","-0.004698","-0.004689","2071","20251510249.76","27207761219.22"
"31","2011-03","-0.011011","-0.011005","0.002292","0.002301","-0.004606","-0.004598","2175","20466739956.96","27489538475.49"
"63","2011-03","-0.011011","-0.011005","0.002292","0.002301","-0.004606","-0.004598","2175","20466739956.96","27489538475.49"
"37","2011-03","-0.005443","-0.005439","0.003187","0.003196","-0.002672","-0.002664","1875","20020419351.51","26411404743.43"
"47","2011-03","-0.005983","-0.005979","0.003183","0.003191","-0.002599","-0.002591","1979","20235649058.71","26693181999.70"
"53","2011-03","-0.010777","-0.010770","0.002287","0.002296","-0.004698","-0.004689","2071","20251510249.76","27207761219.22"
"69","2011-03","-0.005443","-0.005439","0.003187","0.003196","-0.002672","-0.002664","1875","20020419351.51","26411404743.43"
"79","2011-03","-0.005983","-0.005979","0.003183","0.003191","-0.002599","-0.002591","1979","20235649058.71","26693181999.70"
"85","2011-03","-0.010777","-0.010770","0.002287","0.002296","-0.004698","-0.004689","2071","20251510249.76","27207761219.22"
"95","2011-03","-0.011011","-0.011005","0.002292","0.002301","-0.004606","-0.004598","2175","20466739956.96","27489538475.49"
"101","2011-03","-0.005443","-0.005439","0.003187","0.003196","-0.002672","-0.002664","1875","20020419351.51","26411404743.43"
"111","2011-03","-0.005983","-0.005979","0.003183","0.003191","-0.002599","-0.002591","1979","20235649058.71","26693181999.70"
"117","2011-03","-0.010777","-0.010770","0.002287","0.002296","-0.004698","-0.004689","2071","20251510249.76","27207761219.22"
"127","2011-03","-0.011011","-0.011005","0.002292","0.002301","-0.004606","-0.004598","2175","20466739956.96","27489538475.49"
"33","2011-03","0.006543","0.006545","0.012258","0.012260","0.008107","0.008108","875","15022626704.84","18692518932.27"
"20","2011-03","-0.023707","-0.023697","-0.025840","-0.025810","-0.032231","-0.032207","1196","5228883544.92","8515242286.95"
"10","2011-04","-0.066860","-0.066873","-0.032589","-0.032593","-0.033180","-0.033183","103","205501513.81","269177018.00"
"5","2011-04","-0.029671","-0.029642","-0.012649","-0.012635","-0.014351","-0.014327","1886","20177592936.97","26376020617.80"
"15","2011-04","-0.031607","-0.031580","-0.012858","-0.012844","-0.014547","-0.014524","1989","20383094450.78","26645197635.80"
"21","2011-04","-0.036504","-0.036466","-0.013563","-0.013548","-0.016750","-0.016722","2095","20400556392.55","27130209933.75"
"31","2011-04","-0.037942","-0.037907","-0.013760","-0.013745","-0.016917","-0.016889","2198","20606057906.36","27399386951.75"
"63","2011-04","-0.037942","-0.037907","-0.013760","-0.013745","-0.016917","-0.016889","2198","20606057906.36","27399386951.75"
"37","2011-04","-0.029671","-0.029642","-0.012649","-0.012635","-0.014351","-0.014327","1886","20177592936.97","26376020617.80"
"47","2011-04","-0.031607","-0.031580","-0.012858","-0.012844","-0.014547","-0.014524","1989","20383094450.78","26645197635.80"
"53","2011-04","-0.036504","-0.036466","-0.013563","-0.013548","-0.016750","-0.016722","2095","20400556392.55","27130209933.75"
"69","2011-04","-0.029671","-0.029642","-0.012649","-0.012635","-0.014351","-0.014327","1886","20177592936.97","26376020617.80"
"79","2011-04","-0.031607","-0.031580","-0.012858","-0.012844","-0.014547","-0.014524","1989","20383094450.78","26645197635.80"
"85","2011-04","-0.036504","-0.036466","-0.013563","-0.013548","-0.016750","-0.016722","2095","20400556392.55","27130209933.75"
"95","2011-04","-0.037942","-0.037907","-0.013760","-0.013745","-0.016917","-0.016889","2198","20606057906.36","27399386951.75"
"101","2011-04","-0.029671","-0.029642","-0.012649","-0.012635","-0.014351","-0.014327","1886","20177592936.97","26376020617.80"
"111","2011-04","-0.031607","-0.031580","-0.012858","-0.012844","-0.014547","-0.014524","1989","20383094450.78","26645197635.80"
"117","2011-04","-0.036504","-0.036466","-0.013563","-0.013548","-0.016750","-0.016722","2095","20400556392.55","27130209933.75"
"127","2011-04","-0.037942","-0.037907","-0.013760","-0.013745","-0.016917","-0.016889","2198","20606057906.36","27399386951.75"
"33","2011-04","-0.017059","-0.017034","-0.005887","-0.005875","-0.005132","-0.005113","879","15314040420.75","18900462232.91"
"20","2011-04","-0.050803","-0.050755","-0.035972","-0.035946","-0.042621","-0.042575","1216","5086515971.80","8229747700.84"
"10","2011-05","-0.052108","-0.047816","-0.057718","-0.053394","-0.054325","-0.047481","103","192857523.76","253475729.64"
"5","2011-05","-0.073427","-0.073330","-0.059936","-0.059885","-0.062388","-0.062330","1891","19120653345.80","24801951205.39"
"15","2011-05","-0.072320","-0.072005","-0.059913","-0.059820","-0.062307","-0.062180","1994","19313510869.56","25055426935.03"
"21","2011-05","-0.073573","-0.073468","-0.060059","-0.060008","-0.062767","-0.062706","2115","19344126751.75","25529123106.26"
"31","2011-05","-0.072565","-0.072262","-0.060036","-0.059942","-0.062684","-0.062556","2218","19536984275.51","25782598835.90"
"63","2011-05","-0.072565","-0.072262","-0.060036","-0.059942","-0.062684","-0.062556","2218","19536984275.51","25782598835.90"
"37","2011-05","-0.073427","-0.073330","-0.059936","-0.059885","-0.062388","-0.062330","1891","19120653345.80","24801951205.39"
"47","2011-05","-0.072320","-0.072005","-0.059913","-0.059820","-0.062307","-0.062180","1994","19313510869.56","25055426935.03"
"53","2011-05","-0.073573","-0.073468","-0.060059","-0.060008","-0.062767","-0.062706","2115","19344126751.75","25529123106.26"
"69","2011-05","-0.073427","-0.073330","-0.059936","-0.059885","-0.062388","-0.062330","1891","19120653345.80","24801951205.39"
"79","2011-05","-0.072320","-0.072005","-0.059913","-0.059820","-0.062307","-0.062180","1994","19313510869.56","25055426935.03"
"85","2011-05","-0.073573","-0.073468","-0.060059","-0.060008","-0.062767","-0.062706","2115","19344126751.75","25529123106.26"
"95","2011-05","-0.072565","-0.072262","-0.060036","-0.059942","-0.062684","-0.062556","2218","19536984275.51","25782598835.90"
"101","2011-05","-0.073427","-0.073330","-0.059936","-0.059885","-0.062388","-0.062330","1891","19120653345.80","24801951205.39"
"111","2011-05","-0.072320","-0.072005","-0.059913","-0.059820","-0.062307","-0.062180","1994","19313510869.56","25055426935.03"
"117","2011-05","-0.073573","-0.073468","-0.060059","-0.060008","-0.062767","-0.062706","2115","19344126751.75","25529123106.26"
"127","2011-05","-0.072565","-0.072262","-0.060036","-0.059942","-0.062684","-0.062556","2218","19536984275.51","25782598835.90"
"33","2011-05","-0.065681","-0.065623","-0.056524","-0.056484","-0.057403","-0.057362","882","14523238922.70","17875333427.33"
"20","2011-05","-0.078948","-0.078809","-0.070734","-0.070646","-0.075099","-0.074989","1233","4820887829.05","7653789678.93"
"10","2011-06","-0.033445","-0.023599","-0.039217","-0.002831","-0.048644","0.006058","104","183336771.26","237723775.67"
"5","2011-06","0.037579","0.037526","0.024017","0.023726","0.027185","0.026893","1910","19515346007.28","25360578288.67"
"15","2011-06","0.033882","0.034345","0.023382","0.023459","0.026414","0.026681","2014","19698682778.54","25598302064.34"
"21","2011-06","0.035005","0.034957","0.023841","0.023553","0.026629","0.026345","2144","19746483931.23","26104025968.26"
"31","2011-06","0.031798","0.032214","0.023215","0.023291","0.025886","0.026145","2248","19929820702.49","26341749743.93"
"63","2011-06","0.031798","0.032214","0.023215","0.023291","0.025886","0.026145","2248","19929820702.49","26341749743.93"
